"TXNAME"	"GENEID"
"14918"	"ENSDART00000128763"	"ENSDARG00000102375"
"14919"	"ENSDART00000166152"	"ENSDARG00000053091"
"14920"	"ENSDART00000188969"	"ENSDARG00000053091"
"14921"	"ENSDART00000180517"	"ENSDARG00000053091"
"14922"	"ENSDART00000147252"	"ENSDARG00000053091"
"14923"	"ENSDART00000142271"	"ENSDARG00000053091"
"14924"	"ENSDART00000184112"	"ENSDARG00000094268"
"14925"	"ENSDART00000146080"	"ENSDARG00000094268"
"14926"	"ENSDART00000178081"	"ENSDARG00000077298"
"14927"	"ENSDART00000110076"	"ENSDARG00000077298"
"14928"	"ENSDART00000019104"	"ENSDARG00000012366"
"14929"	"ENSDART00000003926"	"ENSDARG00000021366"
"14930"	"ENSDART00000168534"	"ENSDARG00000033635"
"14931"	"ENSDART00000097645"	"ENSDARG00000033635"
"14932"	"ENSDART00000041503"	"ENSDARG00000013730"
"14933"	"ENSDART00000183714"	"ENSDARG00000013730"
"14934"	"ENSDART00000124336"	"ENSDARG00000013730"
"14935"	"ENSDART00000188229"	"ENSDARG00000013730"
"14936"	"ENSDART00000136688"	"ENSDARG00000013730"
"14937"	"ENSDART00000143520"	"ENSDARG00000013730"
"14938"	"ENSDART00000097648"	"ENSDARG00000067795"
"14939"	"ENSDART00000142782"	"ENSDARG00000067795"
"14940"	"ENSDART00000138200"	"ENSDARG00000067795"
"14941"	"ENSDART00000135072"	"ENSDARG00000059982"
"14942"	"ENSDART00000188377"	"ENSDARG00000112029"
"14943"	"ENSDART00000123144"	"ENSDARG00000090524"
"14944"	"ENSDART00000080033"	"ENSDARG00000057395"
"14945"	"ENSDART00000156577"	"ENSDARG00000098013"
"14946"	"ENSDART00000122966"	"ENSDARG00000089769"
"14947"	"ENSDART00000166907"	"ENSDARG00000089769"
"14948"	"ENSDART00000111589"	"ENSDARG00000089769"
"14949"	"ENSDART00000176110"	"ENSDARG00000106121"
"14950"	"ENSDART00000168038"	"ENSDARG00000093413"
"14951"	"ENSDART00000181022"	"ENSDARG00000093413"
"14952"	"ENSDART00000133240"	"ENSDARG00000093413"
"14953"	"ENSDART00000194819"	"ENSDARG00000117391"
"14954"	"ENSDART00000194383"	"ENSDARG00000117391"
"14955"	"ENSDART00000169657"	"ENSDARG00000104376"
"14956"	"ENSDART00000165249"	"ENSDARG00000104537"
"14957"	"ENSDART00000119277"	"ENSDARG00000098516"
"14958"	"ENSDART00000145665"	"ENSDARG00000007657"
"14959"	"ENSDART00000007057"	"ENSDARG00000007657"
"14960"	"ENSDART00000078401"	"ENSDARG00000055989"
"14961"	"ENSDART00000144252"	"ENSDARG00000095715"
"14962"	"ENSDART00000153239"	"ENSDARG00000095715"
"14963"	"ENSDART00000140395"	"ENSDARG00000095715"
"14964"	"ENSDART00000141802"	"ENSDARG00000095715"
"14965"	"ENSDART00000117420"	"ENSDARG00000081362"
"14966"	"ENSDART00000163250"	"ENSDARG00000009418"
"14967"	"ENSDART00000187454"	"ENSDARG00000009418"
"14968"	"ENSDART00000182831"	"ENSDARG00000009418"
"14969"	"ENSDART00000183585"	"ENSDARG00000009418"
"14970"	"ENSDART00000186920"	"ENSDARG00000009418"
"14971"	"ENSDART00000044083"	"ENSDARG00000009418"
"14972"	"ENSDART00000135911"	"ENSDARG00000009418"
"14973"	"ENSDART00000183495"	"ENSDARG00000009418"
"14974"	"ENSDART00000138702"	"ENSDARG00000009418"
"14975"	"ENSDART00000083229"	"ENSDARG00000059689"
"14976"	"ENSDART00000031194"	"ENSDARG00000024693"
"14977"	"ENSDART00000074592"	"ENSDARG00000052690"
"14978"	"ENSDART00000140591"	"ENSDARG00000052690"
"14979"	"ENSDART00000134886"	"ENSDARG00000052690"
"14980"	"ENSDART00000184690"	"ENSDARG00000067664"
"14981"	"ENSDART00000097450"	"ENSDARG00000067664"
"14982"	"ENSDART00000097452"	"ENSDARG00000052693"
"14983"	"ENSDART00000144738"	"ENSDARG00000052693"
"14984"	"ENSDART00000140464"	"ENSDARG00000094128"
"14985"	"ENSDART00000135954"	"ENSDARG00000052697"
"14986"	"ENSDART00000074599"	"ENSDARG00000052697"
"14987"	"ENSDART00000189970"	"ENSDARG00000052697"
"14988"	"ENSDART00000110431"	"ENSDARG00000077072"
"14989"	"ENSDART00000157800"	"ENSDARG00000077072"
"14990"	"ENSDART00000113985"	"ENSDARG00000076404"
"14991"	"ENSDART00000190318"	"ENSDARG00000076404"
"14992"	"ENSDART00000183353"	"ENSDARG00000076404"
"14993"	"ENSDART00000190090"	"ENSDARG00000076404"
"14994"	"ENSDART00000174826"	"ENSDARG00000106072"
"14995"	"ENSDART00000180842"	"ENSDARG00000076404"
"14996"	"ENSDART00000114950"	"ENSDARG00000079697"
"14997"	"ENSDART00000100800"	"ENSDARG00000074314"
"14998"	"ENSDART00000192021"	"ENSDARG00000052734"
"14999"	"ENSDART00000097460"	"ENSDARG00000052734"
"15000"	"ENSDART00000149553"	"ENSDARG00000052734"
"15001"	"ENSDART00000042420"	"ENSDARG00000032372"
"15002"	"ENSDART00000097471"	"ENSDARG00000067672"
"15003"	"ENSDART00000097473"	"ENSDARG00000067673"
"15004"	"ENSDART00000165870"	"ENSDARG00000067673"
"15005"	"ENSDART00000141424"	"ENSDARG00000067673"
"15006"	"ENSDART00000132503"	"ENSDARG00000067673"
"15007"	"ENSDART00000172006"	"ENSDARG00000095515"
"15008"	"ENSDART00000142455"	"ENSDARG00000095515"
"15009"	"ENSDART00000135817"	"ENSDARG00000095515"
"15010"	"ENSDART00000162064"	"ENSDARG00000104979"
"15011"	"ENSDART00000188537"	"ENSDARG00000058379"
"15012"	"ENSDART00000134606"	"ENSDARG00000058379"
"15013"	"ENSDART00000081249"	"ENSDARG00000058379"
"15014"	"ENSDART00000163464"	"ENSDARG00000098153"
"15015"	"ENSDART00000192232"	"ENSDARG00000098153"
"15016"	"ENSDART00000164267"	"ENSDARG00000101759"
"15017"	"ENSDART00000163616"	"ENSDARG00000101759"
"15018"	"ENSDART00000159166"	"ENSDARG00000101759"
"15019"	"ENSDART00000125535"	"ENSDARG00000090195"
"15020"	"ENSDART00000182160"	"ENSDARG00000090195"
"15021"	"ENSDART00000097194"	"ENSDARG00000008153"
"15022"	"ENSDART00000051003"	"ENSDARG00000051916"
"15023"	"ENSDART00000073627"	"ENSDARG00000051916"
"15024"	"ENSDART00000163898"	"ENSDARG00000051916"
"15025"	"ENSDART00000163973"	"ENSDARG00000100394"
"15026"	"ENSDART00000193602"	"ENSDARG00000100394"
"15027"	"ENSDART00000192981"	"ENSDARG00000100394"
"15028"	"ENSDART00000158542"	"ENSDARG00000100394"
"15029"	"ENSDART00000159078"	"ENSDARG00000098618"
"15030"	"ENSDART00000010757"	"ENSDARG00000079323"
"15031"	"ENSDART00000168196"	"ENSDARG00000104634"
"15032"	"ENSDART00000157837"	"ENSDARG00000104260"
"15033"	"ENSDART00000165616"	"ENSDARG00000098345"
"15034"	"ENSDART00000190162"	"ENSDARG00000099946"
"15035"	"ENSDART00000164691"	"ENSDARG00000099946"
"15036"	"ENSDART00000169307"	"ENSDARG00000099946"
"15037"	"ENSDART00000169305"	"ENSDARG00000101703"
"15038"	"ENSDART00000160566"	"ENSDARG00000104980"
"15039"	"ENSDART00000194923"	"ENSDARG00000117643"
"15040"	"ENSDART00000166267"	"ENSDARG00000103453"
"15041"	"ENSDART00000157978"	"ENSDARG00000104111"
"15042"	"ENSDART00000140899"	"ENSDARG00000090863"
"15043"	"ENSDART00000167296"	"ENSDARG00000099676"
"15044"	"ENSDART00000159819"	"ENSDARG00000099433"
"15045"	"ENSDART00000165740"	"ENSDARG00000101109"
"15046"	"ENSDART00000169284"	"ENSDARG00000101109"
"15047"	"ENSDART00000163947"	"ENSDARG00000099019"
"15048"	"ENSDART00000159698"	"ENSDARG00000101470"
"15049"	"ENSDART00000158301"	"ENSDARG00000101470"
"15050"	"ENSDART00000172587"	"ENSDARG00000100138"
"15051"	"ENSDART00000167942"	"ENSDARG00000099160"
"15052"	"ENSDART00000169102"	"ENSDARG00000099160"
"15053"	"ENSDART00000159102"	"ENSDARG00000099160"
"15054"	"ENSDART00000167327"	"ENSDARG00000099160"
"15055"	"ENSDART00000166111"	"ENSDARG00000102227"
"15056"	"ENSDART00000158981"	"ENSDARG00000100293"
"15057"	"ENSDART00000163034"	"ENSDARG00000100293"
"15058"	"ENSDART00000166694"	"ENSDARG00000099248"
"15059"	"ENSDART00000171811"	"ENSDARG00000104685"
"15060"	"ENSDART00000163640"	"ENSDARG00000104685"
"15061"	"ENSDART00000163048"	"ENSDARG00000102783"
"15062"	"ENSDART00000161252"	"ENSDARG00000101963"
"15063"	"ENSDART00000161357"	"ENSDARG00000098373"
"15064"	"ENSDART00000171757"	"ENSDARG00000098373"
"15065"	"ENSDART00000160781"	"ENSDARG00000100773"
"15066"	"ENSDART00000160965"	"ENSDARG00000100773"
"15067"	"ENSDART00000161692"	"ENSDARG00000100773"
"15068"	"ENSDART00000164595"	"ENSDARG00000104733"
"15069"	"ENSDART00000169270"	"ENSDARG00000104733"
"15070"	"ENSDART00000164067"	"ENSDARG00000104733"
"15071"	"ENSDART00000177470"	"ENSDARG00000099139"
"15072"	"ENSDART00000165719"	"ENSDARG00000099139"
"15073"	"ENSDART00000181970"	"ENSDARG00000100372"
"15074"	"ENSDART00000160492"	"ENSDARG00000100372"
"15075"	"ENSDART00000165346"	"ENSDARG00000100372"
"15076"	"ENSDART00000167500"	"ENSDARG00000100372"
"15077"	"ENSDART00000158865"	"ENSDARG00000101300"
"15078"	"ENSDART00000158069"	"ENSDARG00000101300"
"15079"	"ENSDART00000159009"	"ENSDARG00000103843"
"15080"	"ENSDART00000063357"	"ENSDARG00000051923"
"15081"	"ENSDART00000149207"	"ENSDARG00000051923"
"15082"	"ENSDART00000149916"	"ENSDARG00000051923"
"15083"	"ENSDART00000150070"	"ENSDARG00000051923"
"15084"	"ENSDART00000150138"	"ENSDARG00000051923"
"15085"	"ENSDART00000073634"	"ENSDARG00000051921"
"15086"	"ENSDART00000150087"	"ENSDARG00000051921"
"15087"	"ENSDART00000176835"	"ENSDARG00000038524"
"15088"	"ENSDART00000056213"	"ENSDARG00000038524"
"15089"	"ENSDART00000122829"	"ENSDARG00000038524"
"15090"	"ENSDART00000058470"	"ENSDARG00000038524"
"15091"	"ENSDART00000088325"	"ENSDARG00000078270"
"15092"	"ENSDART00000158007"	"ENSDARG00000078270"
"15093"	"ENSDART00000134937"	"ENSDARG00000009764"
"15094"	"ENSDART00000138477"	"ENSDARG00000094114"
"15095"	"ENSDART00000145791"	"ENSDARG00000059423"
"15096"	"ENSDART00000147298"	"ENSDARG00000059423"
"15097"	"ENSDART00000082577"	"ENSDARG00000059423"
"15098"	"ENSDART00000132655"	"ENSDARG00000094450"
"15099"	"ENSDART00000145143"	"ENSDARG00000094450"
"15100"	"ENSDART00000138195"	"ENSDARG00000094450"
"15101"	"ENSDART00000143893"	"ENSDARG00000094450"
"15102"	"ENSDART00000148436"	"ENSDARG00000035178"
"15103"	"ENSDART00000013229"	"ENSDARG00000011487"
"15104"	"ENSDART00000005671"	"ENSDARG00000007034"
"15105"	"ENSDART00000176341"	"ENSDARG00000007034"
"15106"	"ENSDART00000133156"	"ENSDARG00000007034"
"15107"	"ENSDART00000139236"	"ENSDARG00000007034"
"15108"	"ENSDART00000118962"	"ENSDARG00000081109"
"15109"	"ENSDART00000142912"	"ENSDARG00000007034"
"15110"	"ENSDART00000132290"	"ENSDARG00000007034"
"15111"	"ENSDART00000134880"	"ENSDARG00000095246"
"15112"	"ENSDART00000097424"	"ENSDARG00000067656"
"15113"	"ENSDART00000130891"	"ENSDARG00000005372"
"15114"	"ENSDART00000183503"	"ENSDARG00000005372"
"15115"	"ENSDART00000014049"	"ENSDARG00000004774"
"15116"	"ENSDART00000050966"	"ENSDARG00000035181"
"15117"	"ENSDART00000146616"	"ENSDARG00000095188"
"15118"	"ENSDART00000188156"	"ENSDARG00000114573"
"15119"	"ENSDART00000083134"	"ENSDARG00000059657"
"15120"	"ENSDART00000083079"	"ENSDARG00000078512"
"15121"	"ENSDART00000146773"	"ENSDARG00000078512"
"15122"	"ENSDART00000149604"	"ENSDARG00000078512"
"15123"	"ENSDART00000148482"	"ENSDARG00000078512"
"15124"	"ENSDART00000149415"	"ENSDARG00000078512"
"15125"	"ENSDART00000024207"	"ENSDARG00000018025"
"15126"	"ENSDART00000014028"	"ENSDARG00000021380"
"15127"	"ENSDART00000083074"	"ENSDARG00000059636"
"15128"	"ENSDART00000191028"	"ENSDARG00000059636"
"15129"	"ENSDART00000146991"	"ENSDARG00000059636"
"15130"	"ENSDART00000074400"	"ENSDARG00000052536"
"15131"	"ENSDART00000137581"	"ENSDARG00000052536"
"15132"	"ENSDART00000138973"	"ENSDARG00000052536"
"15133"	"ENSDART00000135021"	"ENSDARG00000052536"
"15134"	"ENSDART00000171252"	"ENSDARG00000102200"
"15135"	"ENSDART00000180727"	"ENSDARG00000102200"
"15136"	"ENSDART00000136232"	"ENSDARG00000093179"
"15137"	"ENSDART00000149855"	"ENSDARG00000012196"
"15138"	"ENSDART00000050957"	"ENSDARG00000012196"
"15139"	"ENSDART00000189893"	"ENSDARG00000012196"
"15140"	"ENSDART00000112793"	"ENSDARG00000077815"
"15141"	"ENSDART00000147646"	"ENSDARG00000104698"
"15142"	"ENSDART00000166219"	"ENSDARG00000104698"
"15143"	"ENSDART00000166569"	"ENSDARG00000100118"
"15144"	"ENSDART00000161999"	"ENSDARG00000100118"
"15145"	"ENSDART00000171740"	"ENSDARG00000100118"
"15146"	"ENSDART00000172630"	"ENSDARG00000100118"
"15147"	"ENSDART00000167235"	"ENSDARG00000102641"
"15148"	"ENSDART00000165696"	"ENSDARG00000102641"
"15149"	"ENSDART00000172388"	"ENSDARG00000102641"
"15150"	"ENSDART00000157649"	"ENSDARG00000102641"
"15151"	"ENSDART00000170334"	"ENSDARG00000098712"
"15152"	"ENSDART00000164822"	"ENSDARG00000098712"
"15153"	"ENSDART00000172150"	"ENSDARG00000098712"
"15154"	"ENSDART00000159427"	"ENSDARG00000098712"
"15155"	"ENSDART00000147875"	"ENSDARG00000095415"
"15156"	"ENSDART00000142776"	"ENSDARG00000095415"
"15157"	"ENSDART00000022866"	"ENSDARG00000052462"
"15158"	"ENSDART00000130320"	"ENSDARG00000052462"
"15159"	"ENSDART00000167892"	"ENSDARG00000101901"
"15160"	"ENSDART00000074306"	"ENSDARG00000052450"
"15161"	"ENSDART00000149282"	"ENSDARG00000052450"
"15162"	"ENSDART00000166245"	"ENSDARG00000101743"
"15163"	"ENSDART00000074290"	"ENSDARG00000052437"
"15164"	"ENSDART00000074264"	"ENSDARG00000052413"
"15165"	"ENSDART00000074261"	"ENSDARG00000052411"
"15166"	"ENSDART00000141630"	"ENSDARG00000052411"
"15167"	"ENSDART00000144237"	"ENSDARG00000088260"
"15168"	"ENSDART00000089961"	"ENSDARG00000079618"
"15169"	"ENSDART00000145959"	"ENSDARG00000079618"
"15170"	"ENSDART00000144592"	"ENSDARG00000079618"
"15171"	"ENSDART00000050945"	"ENSDARG00000035169"
"15172"	"ENSDART00000132376"	"ENSDARG00000075714"
"15173"	"ENSDART00000023262"	"ENSDARG00000075714"
"15174"	"ENSDART00000118560"	"ENSDARG00000082619"
"15175"	"ENSDART00000115761"	"ENSDARG00000082368"
"15176"	"ENSDART00000016418"	"ENSDARG00000011091"
"15177"	"ENSDART00000159087"	"ENSDARG00000011091"
"15178"	"ENSDART00000156274"	"ENSDARG00000097936"
"15179"	"ENSDART00000161230"	"ENSDARG00000100913"
"15180"	"ENSDART00000166955"	"ENSDARG00000100913"
"15181"	"ENSDART00000050932"	"ENSDARG00000035163"
"15182"	"ENSDART00000122413"	"ENSDARG00000089643"
"15183"	"ENSDART00000033923"	"ENSDARG00000026454"
"15184"	"ENSDART00000023123"	"ENSDARG00000003235"
"15185"	"ENSDART00000181273"	"ENSDARG00000111508"
"15186"	"ENSDART00000164583"	"ENSDARG00000101620"
"15187"	"ENSDART00000147675"	"ENSDARG00000094771"
"15188"	"ENSDART00000143561"	"ENSDARG00000094771"
"15189"	"ENSDART00000187627"	"ENSDARG00000111236"
"15190"	"ENSDART00000189660"	"ENSDARG00000110761"
"15191"	"ENSDART00000128350"	"ENSDARG00000026400"
"15192"	"ENSDART00000116629"	"ENSDARG00000081715"
"15193"	"ENSDART00000136553"	"ENSDARG00000093734"
"15194"	"ENSDART00000082952"	"ENSDARG00000059583"
"15195"	"ENSDART00000050898"	"ENSDARG00000033735"
"15196"	"ENSDART00000050912"	"ENSDARG00000035149"
"15197"	"ENSDART00000133426"	"ENSDARG00000095635"
"15198"	"ENSDART00000141323"	"ENSDARG00000035150"
"15199"	"ENSDART00000134314"	"ENSDARG00000035151"
"15200"	"ENSDART00000097364"	"ENSDARG00000078004"
"15201"	"ENSDART00000112744"	"ENSDARG00000073860"
"15202"	"ENSDART00000079855"	"ENSDARG00000057245"
"15203"	"ENSDART00000097338"	"ENSDARG00000067605"
"15204"	"ENSDART00000143161"	"ENSDARG00000052188"
"15205"	"ENSDART00000168993"	"ENSDARG00000098537"
"15206"	"ENSDART00000180089"	"ENSDARG00000110147"
"15207"	"ENSDART00000144469"	"ENSDARG00000002533"
"15208"	"ENSDART00000191749"	"ENSDARG00000002533"
"15209"	"ENSDART00000047143"	"ENSDARG00000029480"
"15210"	"ENSDART00000137052"	"ENSDARG00000029480"
"15211"	"ENSDART00000188048"	"ENSDARG00000029480"
"15212"	"ENSDART00000161149"	"ENSDARG00000098860"
"15213"	"ENSDART00000185337"	"ENSDARG00000114187"
"15214"	"ENSDART00000115128"	"ENSDARG00000074120"
"15215"	"ENSDART00000082896"	"ENSDARG00000059558"
"15216"	"ENSDART00000149979"	"ENSDARG00000059558"
"15217"	"ENSDART00000131274"	"ENSDARG00000019525"
"15218"	"ENSDART00000005696"	"ENSDARG00000019525"
"15219"	"ENSDART00000143630"	"ENSDARG00000045262"
"15220"	"ENSDART00000047110"	"ENSDARG00000045262"
"15221"	"ENSDART00000138550"	"ENSDARG00000045262"
"15222"	"ENSDART00000131064"	"ENSDARG00000088492"
"15223"	"ENSDART00000163246"	"ENSDARG00000088492"
"15224"	"ENSDART00000186899"	"ENSDARG00000088492"
"15225"	"ENSDART00000097325"	"ENSDARG00000021004"
"15226"	"ENSDART00000022348"	"ENSDARG00000007430"
"15227"	"ENSDART00000050865"	"ENSDARG00000035131"
"15228"	"ENSDART00000138556"	"ENSDARG00000035131"
"15229"	"ENSDART00000111403"	"ENSDARG00000089461"
"15230"	"ENSDART00000116849"	"ENSDARG00000081800"
"15231"	"ENSDART00000083684"	"ENSDARG00000059858"
"15232"	"ENSDART00000135014"	"ENSDARG00000059858"
"15233"	"ENSDART00000133766"	"ENSDARG00000059858"
"15234"	"ENSDART00000186777"	"ENSDARG00000113524"
"15235"	"ENSDART00000048395"	"ENSDARG00000032976"
"15236"	"ENSDART00000029364"	"ENSDARG00000017739"
"15237"	"ENSDART00000171711"	"ENSDARG00000092517"
"15238"	"ENSDART00000141081"	"ENSDARG00000092517"
"15239"	"ENSDART00000170787"	"ENSDARG00000101217"
"15240"	"ENSDART00000168030"	"ENSDARG00000100129"
"15241"	"ENSDART00000158248"	"ENSDARG00000100129"
"15242"	"ENSDART00000172321"	"ENSDARG00000100129"
"15243"	"ENSDART00000016321"	"ENSDARG00000035127"
"15244"	"ENSDART00000194800"	"ENSDARG00000117298"
"15245"	"ENSDART00000144816"	"ENSDARG00000052154"
"15246"	"ENSDART00000140305"	"ENSDARG00000052154"
"15247"	"ENSDART00000043397"	"ENSDARG00000028949"
"15248"	"ENSDART00000145831"	"ENSDARG00000028949"
"15249"	"ENSDART00000064983"	"ENSDARG00000026979"
"15250"	"ENSDART00000139066"	"ENSDARG00000026979"
"15251"	"ENSDART00000145819"	"ENSDARG00000026979"
"15252"	"ENSDART00000073963"	"ENSDARG00000052165"
"15253"	"ENSDART00000180023"	"ENSDARG00000098481"
"15254"	"ENSDART00000169287"	"ENSDARG00000098481"
"15255"	"ENSDART00000192893"	"ENSDARG00000098481"
"15256"	"ENSDART00000166183"	"ENSDARG00000104359"
"15257"	"ENSDART00000162368"	"ENSDARG00000104359"
"15258"	"ENSDART00000161876"	"ENSDARG00000104359"
"15259"	"ENSDART00000170518"	"ENSDARG00000104359"
"15260"	"ENSDART00000158856"	"ENSDARG00000100095"
"15261"	"ENSDART00000170560"	"ENSDARG00000100095"
"15262"	"ENSDART00000160850"	"ENSDARG00000103926"
"15263"	"ENSDART00000162511"	"ENSDARG00000103926"
"15264"	"ENSDART00000165556"	"ENSDARG00000100559"
"15265"	"ENSDART00000171656"	"ENSDARG00000104555"
"15266"	"ENSDART00000171024"	"ENSDARG00000104555"
"15267"	"ENSDART00000160429"	"ENSDARG00000104555"
"15268"	"ENSDART00000167886"	"ENSDARG00000099930"
"15269"	"ENSDART00000164649"	"ENSDARG00000099930"
"15270"	"ENSDART00000157465"	"ENSDARG00000099451"
"15271"	"ENSDART00000147707"	"ENSDARG00000035122"
"15272"	"ENSDART00000139724"	"ENSDARG00000093732"
"15273"	"ENSDART00000130888"	"ENSDARG00000052094"
"15274"	"ENSDART00000189255"	"ENSDARG00000052094"
"15275"	"ENSDART00000050855"	"ENSDARG00000052094"
"15276"	"ENSDART00000108729"	"ENSDARG00000074033"
"15277"	"ENSDART00000186601"	"ENSDARG00000074033"
"15278"	"ENSDART00000170677"	"ENSDARG00000104035"
"15279"	"ENSDART00000161004"	"ENSDARG00000104035"
"15280"	"ENSDART00000022625"	"ENSDARG00000018958"
"15281"	"ENSDART00000183012"	"ENSDARG00000018958"
"15282"	"ENSDART00000164228"	"ENSDARG00000018958"
"15283"	"ENSDART00000073895"	"ENSDARG00000052110"
"15284"	"ENSDART00000082797"	"ENSDARG00000059510"
"15285"	"ENSDART00000067541"	"ENSDARG00000045955"
"15286"	"ENSDART00000125993"	"ENSDARG00000045955"
"15287"	"ENSDART00000134186"	"ENSDARG00000059486"
"15288"	"ENSDART00000160189"	"ENSDARG00000102458"
"15289"	"ENSDART00000161483"	"ENSDARG00000102458"
"15290"	"ENSDART00000164118"	"ENSDARG00000102458"
"15291"	"ENSDART00000118832"	"ENSDARG00000080999"
"15292"	"ENSDART00000129197"	"ENSDARG00000079248"
"15293"	"ENSDART00000132183"	"ENSDARG00000045951"
"15294"	"ENSDART00000140282"	"ENSDARG00000045951"
"15295"	"ENSDART00000141095"	"ENSDARG00000079267"
"15296"	"ENSDART00000113077"	"ENSDARG00000079267"
"15297"	"ENSDART00000112488"	"ENSDARG00000004906"
"15298"	"ENSDART00000149379"	"ENSDARG00000004906"
"15299"	"ENSDART00000041441"	"ENSDARG00000004906"
"15300"	"ENSDART00000065262"	"ENSDARG00000044436"
"15301"	"ENSDART00000011295"	"ENSDARG00000019752"
"15302"	"ENSDART00000142413"	"ENSDARG00000095402"
"15303"	"ENSDART00000065264"	"ENSDARG00000044437"
"15304"	"ENSDART00000145122"	"ENSDARG00000078722"
"15305"	"ENSDART00000114783"	"ENSDARG00000078722"
"15306"	"ENSDART00000156795"	"ENSDARG00000034982"
"15307"	"ENSDART00000125781"	"ENSDARG00000034982"
"15308"	"ENSDART00000125874"	"ENSDARG00000034982"
"15309"	"ENSDART00000062373"	"ENSDARG00000034982"
"15310"	"ENSDART00000062366"	"ENSDARG00000042534"
"15311"	"ENSDART00000137916"	"ENSDARG00000042534"
"15312"	"ENSDART00000142696"	"ENSDARG00000042534"
"15313"	"ENSDART00000147053"	"ENSDARG00000042534"
"15314"	"ENSDART00000135438"	"ENSDARG00000042534"
"15315"	"ENSDART00000137972"	"ENSDARG00000042534"
"15316"	"ENSDART00000132872"	"ENSDARG00000042534"
"15317"	"ENSDART00000144092"	"ENSDARG00000059474"
"15318"	"ENSDART00000062359"	"ENSDARG00000042527"
"15319"	"ENSDART00000136116"	"ENSDARG00000042527"
"15320"	"ENSDART00000133438"	"ENSDARG00000042527"
"15321"	"ENSDART00000147009"	"ENSDARG00000093957"
"15322"	"ENSDART00000128050"	"ENSDARG00000042520"
"15323"	"ENSDART00000013605"	"ENSDARG00000005586"
"15324"	"ENSDART00000133753"	"ENSDARG00000005586"
"15325"	"ENSDART00000134386"	"ENSDARG00000059472"
"15326"	"ENSDART00000172097"	"ENSDARG00000104042"
"15327"	"ENSDART00000167168"	"ENSDARG00000104042"
"15328"	"ENSDART00000167301"	"ENSDARG00000104042"
"15329"	"ENSDART00000010934"	"ENSDARG00000013649"
"15330"	"ENSDART00000017881"	"ENSDARG00000014565"
"15331"	"ENSDART00000192117"	"ENSDARG00000014565"
"15332"	"ENSDART00000111203"	"ENSDARG00000079805"
"15333"	"ENSDART00000158917"	"ENSDARG00000076435"
"15334"	"ENSDART00000169254"	"ENSDARG00000076435"
"15335"	"ENSDART00000166142"	"ENSDARG00000076435"
"15336"	"ENSDART00000051833"	"ENSDARG00000035735"
"15337"	"ENSDART00000049331"	"ENSDARG00000030267"
"15338"	"ENSDART00000131665"	"ENSDARG00000030267"
"15339"	"ENSDART00000143199"	"ENSDARG00000059466"
"15340"	"ENSDART00000177026"	"ENSDARG00000017636"
"15341"	"ENSDART00000165052"	"ENSDARG00000011555"
"15342"	"ENSDART00000018792"	"ENSDARG00000011555"
"15343"	"ENSDART00000051849"	"ENSDARG00000035741"
"15344"	"ENSDART00000158577"	"ENSDARG00000035741"
"15345"	"ENSDART00000194854"	"ENSDARG00000117240"
"15346"	"ENSDART00000169350"	"ENSDARG00000098655"
"15347"	"ENSDART00000188756"	"ENSDARG00000098655"
"15348"	"ENSDART00000168786"	"ENSDARG00000102892"
"15349"	"ENSDART00000157810"	"ENSDARG00000100725"
"15350"	"ENSDART00000187955"	"ENSDARG00000100725"
"15351"	"ENSDART00000170819"	"ENSDARG00000100725"
"15352"	"ENSDART00000188107"	"ENSDARG00000100725"
"15353"	"ENSDART00000048432"	"ENSDARG00000041926"
"15354"	"ENSDART00000120536"	"ENSDARG00000085136"
"15355"	"ENSDART00000188039"	"ENSDARG00000059461"
"15356"	"ENSDART00000192636"	"ENSDARG00000059461"
"15357"	"ENSDART00000141699"	"ENSDARG00000059461"
"15358"	"ENSDART00000016307"	"ENSDARG00000014722"
"15359"	"ENSDART00000136605"	"ENSDARG00000059459"
"15360"	"ENSDART00000097254"	"ENSDARG00000067566"
"15361"	"ENSDART00000157124"	"ENSDARG00000096889"
"15362"	"ENSDART00000161561"	"ENSDARG00000059093"
"15363"	"ENSDART00000141917"	"ENSDARG00000092143"
"15364"	"ENSDART00000132838"	"ENSDARG00000092143"
"15365"	"ENSDART00000171465"	"ENSDARG00000092143"
"15366"	"ENSDART00000109053"	"ENSDARG00000092143"
"15367"	"ENSDART00000137443"	"ENSDARG00000059093"
"15368"	"ENSDART00000148449"	"ENSDARG00000059093"
"15369"	"ENSDART00000122596"	"ENSDARG00000089634"
"15370"	"ENSDART00000160753"	"ENSDARG00000076888"
"15371"	"ENSDART00000154816"	"ENSDARG00000076888"
"15372"	"ENSDART00000156681"	"ENSDARG00000076888"
"15373"	"ENSDART00000053963"	"ENSDARG00000037121"
"15374"	"ENSDART00000133802"	"ENSDARG00000093359"
"15375"	"ENSDART00000144235"	"ENSDARG00000093359"
"15376"	"ENSDART00000144570"	"ENSDARG00000059442"
"15377"	"ENSDART00000082614"	"ENSDARG00000059442"
"15378"	"ENSDART00000183098"	"ENSDARG00000059442"
"15379"	"ENSDART00000182335"	"ENSDARG00000059442"
"15380"	"ENSDART00000157238"	"ENSDARG00000059442"
"15381"	"ENSDART00000194551"	"ENSDARG00000117525"
"15382"	"ENSDART00000158096"	"ENSDARG00000099542"
"15383"	"ENSDART00000073676"	"ENSDARG00000051956"
